Vrus taxid	Virus name	Virus refseq 	Host tax id	Host name	Host refseq id	pmid	Evidence	Based on
1124655	Escherichia phage TL-2011c	NC_019442.1	1444057	Escherichia coli 3-267-03_S1_C1		27533034	tRNAs	articles
1150869	Escherichia phage P13374	NC_018846.1	1444057	Escherichia coli 3-267-03_S1_C1		27533034	tRNAs	articles
180816	Stx2 converting phage I	NC_003525.1	1444057	Escherichia coli 3-267-03_S1_C1		27533034	tRNAs	articles
194949	Escherichia phage Stx2 II	NC_004914.2	1444057	Escherichia coli 3-267-03_S1_C1		27533034	tRNAs	articles
379329	Stx2-converting phage 86	NC_008464.1	1444057	Escherichia coli 3-267-03_S1_C1		27533034	tRNAs	articles
489779	Enterobacteria phage Min27	NC_010237.1	1444057	Escherichia coli 3-267-03_S1_C1		27533034	tRNAs	articles
97081	Enterobacteria phage VT2-Sakai	NC_000902.1	1444057	Escherichia coli 3-267-03_S1_C1		27533034	tRNAs	articles
194949	Escherichia phage Stx2 II	NC_004914.2	1444085	Escherichia coli 3-267-03_S1_C2		27533034	tRNAs	articles
10730	Enterobacteria phage 933W	NC_000924.1	1444085	Escherichia coli 3-267-03_S1_C2		27533034	tRNAs	articles
1124655	Escherichia phage TL-2011c	NC_019442.1	1444085	Escherichia coli 3-267-03_S1_C2		27533034	tRNAs	articles
1150869	Escherichia phage P13374	NC_018846.1	1444085	Escherichia coli 3-267-03_S1_C2		27533034	tRNAs	articles
180816	Stx2 converting phage I	NC_003525.1	1444085	Escherichia coli 3-267-03_S1_C2		27533034	tRNAs	articles
379329	Stx2-converting phage 86	NC_008464.1	1444085	Escherichia coli 3-267-03_S1_C2		27533034	tRNAs	articles
489779	Enterobacteria phage Min27	NC_010237.1	1444085	Escherichia coli 3-267-03_S1_C2		27533034	tRNAs	articles
97081	Enterobacteria phage VT2-Sakai	NC_000902.1	1444085	Escherichia coli 3-267-03_S1_C2		27533034	tRNAs	articles
10730	Enterobacteria phage 933W	NC_000924.1	1444111	Escherichia coli 3-267-03_S1_C3		27533034	tRNAs	articles
1124655	Escherichia phage TL-2011c	NC_019442.1	1444111	Escherichia coli 3-267-03_S1_C3		27533034	tRNAs	articles
1150869	Escherichia phage P13374	NC_018846.1	1444111	Escherichia coli 3-267-03_S1_C3		27533034	tRNAs	articles
180816	Stx2 converting phage I	NC_003525.1	1444111	Escherichia coli 3-267-03_S1_C3		27533034	tRNAs	articles
194949	Escherichia phage Stx2 II	NC_004914.2	1444111	Escherichia coli 3-267-03_S1_C3		27533034	tRNAs	articles
379329	Stx2-converting phage 86	NC_008464.1	1444111	Escherichia coli 3-267-03_S1_C3		27533034	tRNAs	articles
489779	Enterobacteria phage Min27	NC_010237.1	1444111	Escherichia coli 3-267-03_S1_C3		27533034	tRNAs	articles
97081	Enterobacteria phage VT2-Sakai	NC_000902.1	1444111	Escherichia coli 3-267-03_S1_C3		27533034	tRNAs	articles
10730	Enterobacteria phage 933W	NC_000924.1	1444140	Escherichia coli 3-267-03_S3_C1		27533034	tRNAs	articles
1124655	Escherichia phage TL-2011c	NC_019442.1	1444140	Escherichia coli 3-267-03_S3_C1		27533034	tRNAs	articles
1150869	Escherichia phage P13374	NC_018846.1	1444140	Escherichia coli 3-267-03_S3_C1		27533034	tRNAs	articles
180816	Stx2 converting phage I	NC_003525.1	1444140	Escherichia coli 3-267-03_S3_C1		27533034	tRNAs	articles
194949	Escherichia phage Stx2 II	NC_004914.2	1444140	Escherichia coli 3-267-03_S3_C1		27533034	tRNAs	articles
379329	Stx2-converting phage 86	NC_008464.1	1444140	Escherichia coli 3-267-03_S3_C1		27533034	tRNAs	articles
489779	Enterobacteria phage Min27	NC_010237.1	1444140	Escherichia coli 3-267-03_S3_C1		27533034	tRNAs	articles
97081	Enterobacteria phage VT2-Sakai	NC_000902.1	1444140	Escherichia coli 3-267-03_S3_C1		27533034	tRNAs	articles
1150869	Escherichia phage P13374	NC_018846.1	1444223	Escherichia coli 3-267-03_S4_C1		27533034	tRNAs	articles
379329	Stx2-converting phage 86	NC_008464.1	1444223	Escherichia coli 3-267-03_S4_C1		27533034	tRNAs	articles
489779	Enterobacteria phage Min27	NC_010237.1	1444223	Escherichia coli 3-267-03_S4_C1		27533034	tRNAs	articles
97081	Enterobacteria phage VT2-Sakai	NC_000902.1	1444223	Escherichia coli 3-267-03_S4_C1		27533034	tRNAs	articles
10730	Enterobacteria phage 933W	NC_000924.1	1444223	Escherichia coli 3-267-03_S4_C1		27533034	tRNAs	articles
1124655	Escherichia phage TL-2011c	NC_019442.1	1444223	Escherichia coli 3-267-03_S4_C1		27533034	tRNAs	articles
1177632	Salmonella phage SSU5	NC_018843.1	1444223	Escherichia coli 3-267-03_S4_C1		27533034	tRNAs	articles
180816	Stx2 converting phage I	NC_003525.1	1444223	Escherichia coli 3-267-03_S4_C1		27533034	tRNAs	articles
194949	Escherichia phage Stx2 II	NC_004914.2	1444223	Escherichia coli 3-267-03_S4_C1		27533034	tRNAs	articles
10730	Enterobacteria phage 933W	NC_000924.1	1444251	Escherichia coli 3-267-03_S4_C2		27533034	tRNAs	articles
1124655	Escherichia phage TL-2011c	NC_019442.1	1444251	Escherichia coli 3-267-03_S4_C2		27533034	tRNAs	articles
1150869	Escherichia phage P13374	NC_018846.1	1444251	Escherichia coli 3-267-03_S4_C2		27533034	tRNAs	articles
180816	Stx2 converting phage I	NC_003525.1	1444251	Escherichia coli 3-267-03_S4_C2		27533034	tRNAs	articles
194949	Escherichia phage Stx2 II	NC_004914.2	1444251	Escherichia coli 3-267-03_S4_C2		27533034	tRNAs	articles
379329	Stx2-converting phage 86	NC_008464.1	1444251	Escherichia coli 3-267-03_S4_C2		27533034	tRNAs	articles
489779	Enterobacteria phage Min27	NC_010237.1	1444251	Escherichia coli 3-267-03_S4_C2		27533034	tRNAs	articles
97081	Enterobacteria phage VT2-Sakai	NC_000902.1	1444251	Escherichia coli 3-267-03_S4_C2		27533034	tRNAs	articles
10730	Enterobacteria phage 933W	NC_000924.1	1444058	Escherichia coli 3-373-03_S1_C1		27533034	tRNAs	articles
10761	Shigella phage Sf6	NC_005344.1	1444058	Escherichia coli 3-373-03_S1_C1		27533034	tRNAs	articles
1124655	Escherichia phage TL-2011c	NC_019442.1	1444058	Escherichia coli 3-373-03_S1_C1		27533034	tRNAs	articles
1168549	Salmonella phage vB_SosS_Oslo	NC_018279.1	1444058	Escherichia coli 3-373-03_S1_C1		27533034	tRNAs	articles
173443	Salmonella phage ST64T	NC_004348.1	1444058	Escherichia coli 3-373-03_S1_C1		27533034	tRNAs	articles
180816	Stx2 converting phage I	NC_003525.1	1444058	Escherichia coli 3-373-03_S1_C1		27533034	tRNAs	articles
194949	Escherichia phage Stx2 II	NC_004914.2	1444058	Escherichia coli 3-373-03_S1_C1		27533034	tRNAs	articles
97081	Enterobacteria phage VT2-Sakai	NC_000902.1	1444058	Escherichia coli 3-373-03_S1_C1		27533034	tRNAs	articles
10730	Enterobacteria phage 933W	NC_000924.1	1444086	Escherichia coli 3-373-03_S1_C2		27533034	tRNAs	articles
1124655	Escherichia phage TL-2011c	NC_019442.1	1444086	Escherichia coli 3-373-03_S1_C2		27533034	tRNAs	articles
1147145	Enterobacteria phage HK446	NC_019714.1	1444086	Escherichia coli 3-373-03_S1_C2		27533034	tRNAs	articles
1150869	Escherichia phage P13374	NC_018846.1	1444086	Escherichia coli 3-373-03_S1_C2		27533034	tRNAs	articles
180816	Stx2 converting phage I	NC_003525.1	1444086	Escherichia coli 3-373-03_S1_C2		27533034	tRNAs	articles
379329	Stx2-converting phage 86	NC_008464.1	1444086	Escherichia coli 3-373-03_S1_C2		27533034	tRNAs	articles
489779	Enterobacteria phage Min27	NC_010237.1	1444086	Escherichia coli 3-373-03_S1_C2		27533034	tRNAs	articles
714583	Salmonella phage ST160	NC_014900.1	1444086	Escherichia coli 3-373-03_S1_C2		27533034	tRNAs	articles
10730	Enterobacteria phage 933W	NC_000924.1	1444112	Escherichia coli 3-373-03_S1_C3		27533034	tRNAs	articles
1124655	Escherichia phage TL-2011c	NC_019442.1	1444112	Escherichia coli 3-373-03_S1_C3		27533034	tRNAs	articles
1150869	Escherichia phage P13374	NC_018846.1	1444112	Escherichia coli 3-373-03_S1_C3		27533034	tRNAs	articles
180816	Stx2 converting phage I	NC_003525.1	1444112	Escherichia coli 3-373-03_S1_C3		27533034	tRNAs	articles
194949	Escherichia phage Stx2 II	NC_004914.2	1444112	Escherichia coli 3-373-03_S1_C3		27533034	tRNAs	articles
379329	Stx2-converting phage 86	NC_008464.1	1444112	Escherichia coli 3-373-03_S1_C3		27533034	tRNAs	articles
489779	Enterobacteria phage Min27	NC_010237.1	1444112	Escherichia coli 3-373-03_S1_C3		27533034	tRNAs	articles
97081	Enterobacteria phage VT2-Sakai	NC_000902.1	1444112	Escherichia coli 3-373-03_S1_C3		27533034	tRNAs	articles
10730	Enterobacteria phage 933W	NC_000924.1	1444279	Escherichia coli 3-373-03_S4_C3		27533034	tRNAs	articles
1124655	Escherichia phage TL-2011c	NC_019442.1	1444279	Escherichia coli 3-373-03_S4_C3		27533034	tRNAs	articles
1150869	Escherichia phage P13374	NC_018846.1	1444279	Escherichia coli 3-373-03_S4_C3		27533034	tRNAs	articles
180816	Stx2 converting phage I	NC_003525.1	1444279	Escherichia coli 3-373-03_S4_C3		27533034	tRNAs	articles
194949	Escherichia phage Stx2 II	NC_004914.2	1444279	Escherichia coli 3-373-03_S4_C3		27533034	tRNAs	articles
379329	Stx2-converting phage 86	NC_008464.1	1444279	Escherichia coli 3-373-03_S4_C3		27533034	tRNAs	articles
489779	Enterobacteria phage Min27	NC_010237.1	1444279	Escherichia coli 3-373-03_S4_C3		27533034	tRNAs	articles
97081	Enterobacteria phage VT2-Sakai	NC_000902.1	1444279	Escherichia coli 3-373-03_S4_C3		27533034	tRNAs	articles
10730	Enterobacteria phage 933W	NC_000924.1	1444087	Escherichia coli 3-475-03_S1_C2		27533034	tRNAs	articles
1124655	Escherichia phage TL-2011c	NC_019442.1	1444087	Escherichia coli 3-475-03_S1_C2		27533034	tRNAs	articles
1150869	Escherichia phage P13374	NC_018846.1	1444087	Escherichia coli 3-475-03_S1_C2		27533034	tRNAs	articles
180816	Stx2 converting phage I	NC_003525.1	1444087	Escherichia coli 3-475-03_S1_C2		27533034	tRNAs	articles
194949	Escherichia phage Stx2 II	NC_004914.2	1444087	Escherichia coli 3-475-03_S1_C2		27533034	tRNAs	articles
379329	Stx2-converting phage 86	NC_008464.1	1444087	Escherichia coli 3-475-03_S1_C2		27533034	tRNAs	articles
489779	Enterobacteria phage Min27	NC_010237.1	1444087	Escherichia coli 3-475-03_S1_C2		27533034	tRNAs	articles
97081	Enterobacteria phage VT2-Sakai	NC_000902.1	1444087	Escherichia coli 3-475-03_S1_C2		27533034	tRNAs	articles
10730	Enterobacteria phage 933W	NC_000924.1	1444142	Escherichia coli 3-475-03_S3_C1		27533034	tRNAs	articles
1124655	Escherichia phage TL-2011c	NC_019442.1	1444142	Escherichia coli 3-475-03_S3_C1		27533034	tRNAs	articles
1150869	Escherichia phage P13374	NC_018846.1	1444142	Escherichia coli 3-475-03_S3_C1		27533034	tRNAs	articles
180816	Stx2 converting phage I	NC_003525.1	1444142	Escherichia coli 3-475-03_S3_C1		27533034	tRNAs	articles
194949	Escherichia phage Stx2 II	NC_004914.2	1444142	Escherichia coli 3-475-03_S3_C1		27533034	tRNAs	articles
379329	Stx2-converting phage 86	NC_008464.1	1444142	Escherichia coli 3-475-03_S3_C1		27533034	tRNAs	articles
489779	Enterobacteria phage Min27	NC_010237.1	1444142	Escherichia coli 3-475-03_S3_C1		27533034	tRNAs	articles
97081	Enterobacteria phage VT2-Sakai	NC_000902.1	1444142	Escherichia coli 3-475-03_S3_C1		27533034	tRNAs	articles
10730	Enterobacteria phage 933W	NC_000924.1	1444170	Escherichia coli 3-475-03_S3_C2		27533034	tRNAs	articles
1124655	Escherichia phage TL-2011c	NC_019442.1	1444170	Escherichia coli 3-475-03_S3_C2		27533034	tRNAs	articles
1150869	Escherichia phage P13374	NC_018846.1	1444170	Escherichia coli 3-475-03_S3_C2		27533034	tRNAs	articles
180816	Stx2 converting phage I	NC_003525.1	1444170	Escherichia coli 3-475-03_S3_C2		27533034	tRNAs	articles
194949	Escherichia phage Stx2 II	NC_004914.2	1444170	Escherichia coli 3-475-03_S3_C2		27533034	tRNAs	articles
379329	Stx2-converting phage 86	NC_008464.1	1444170	Escherichia coli 3-475-03_S3_C2		27533034	tRNAs	articles
489779	Enterobacteria phage Min27	NC_010237.1	1444170	Escherichia coli 3-475-03_S3_C2		27533034	tRNAs	articles
97081	Enterobacteria phage VT2-Sakai	NC_000902.1	1444170	Escherichia coli 3-475-03_S3_C2		27533034	tRNAs	articles
10730	Enterobacteria phage 933W	NC_000924.1	1444253	Escherichia coli 3-475-03_S4_C2		27533034	tRNAs	articles
1124655	Escherichia phage TL-2011c	NC_019442.1	1444253	Escherichia coli 3-475-03_S4_C2		27533034	tRNAs	articles
1150869	Escherichia phage P13374	NC_018846.1	1444253	Escherichia coli 3-475-03_S4_C2		27533034	tRNAs	articles
180816	Stx2 converting phage I	NC_003525.1	1444253	Escherichia coli 3-475-03_S4_C2		27533034	tRNAs	articles
194949	Escherichia phage Stx2 II	NC_004914.2	1444253	Escherichia coli 3-475-03_S4_C2		27533034	tRNAs	articles
379329	Stx2-converting phage 86	NC_008464.1	1444253	Escherichia coli 3-475-03_S4_C2		27533034	tRNAs	articles
489779	Enterobacteria phage Min27	NC_010237.1	1444253	Escherichia coli 3-475-03_S4_C2		27533034	tRNAs	articles
97081	Enterobacteria phage VT2-Sakai	NC_000902.1	1444253	Escherichia coli 3-475-03_S4_C2		27533034	tRNAs	articles
194949	Escherichia phage Stx2 II	NC_004914.2	1005450	Escherichia coli 3.4870		27533034	tRNAs	articles
10730	Enterobacteria phage 933W	NC_000924.1	1005450	Escherichia coli 3.4870		27533034	tRNAs	articles
1124655	Escherichia phage TL-2011c	NC_019442.1	1005450	Escherichia coli 3.4870		27533034	tRNAs	articles
1150869	Escherichia phage P13374	NC_018846.1	1005450	Escherichia coli 3.4870		27533034	tRNAs	articles
180816	Stx2 converting phage I	NC_003525.1	1005450	Escherichia coli 3.4870		27533034	tRNAs	articles
379329	Stx2-converting phage 86	NC_008464.1	1005450	Escherichia coli 3.4870		27533034	tRNAs	articles
489779	Enterobacteria phage Min27	NC_010237.1	1005450	Escherichia coli 3.4870		27533034	tRNAs	articles
97081	Enterobacteria phage VT2-Sakai	NC_000902.1	1005450	Escherichia coli 3.4870		27533034	tRNAs	articles
10730	Enterobacteria phage 933W	NC_000924.1	1005565	Escherichia coli 3006		27533034	tRNAs	articles
1124655	Escherichia phage TL-2011c	NC_019442.1	1005565	Escherichia coli 3006		27533034	tRNAs	articles
1150869	Escherichia phage P13374	NC_018846.1	1005565	Escherichia coli 3006		27533034	tRNAs	articles
180816	Stx2 converting phage I	NC_003525.1	1005565	Escherichia coli 3006		27533034	tRNAs	articles
1147153	Enterobacteria phage mEpX1	NC_019709.1	1005565	Escherichia coli 3006		27533034	tRNAs	articles
194949	Escherichia phage Stx2 II	NC_004914.2	1005565	Escherichia coli 3006		27533034	tRNAs	articles
379329	Stx2-converting phage 86	NC_008464.1	1005565	Escherichia coli 3006		27533034	tRNAs	articles
489779	Enterobacteria phage Min27	NC_010237.1	1005565	Escherichia coli 3006		27533034	tRNAs	articles
97081	Enterobacteria phage VT2-Sakai	NC_000902.1	1005565	Escherichia coli 3006		27533034	tRNAs	articles
1124655	Escherichia phage TL-2011c	NC_019442.1	754080	Escherichia coli 3030-1		27533034	tRNAs	articles
1150869	Escherichia phage P13374	NC_018846.1	754080	Escherichia coli 3030-1		27533034	tRNAs	articles
194949	Escherichia phage Stx2 II	NC_004914.2	754080	Escherichia coli 3030-1		27533034	tRNAs	articles
343516	Escherichia phage phiV10	NC_007804.2	754080	Escherichia coli 3030-1		27533034	tRNAs	articles
379329	Stx2-converting phage 86	NC_008464.1	754080	Escherichia coli 3030-1		27533034	tRNAs	articles
489779	Enterobacteria phage Min27	NC_010237.1	754080	Escherichia coli 3030-1		27533034	tRNAs	articles
563769	Stx2-converting phage 1717	NC_011357.1	754080	Escherichia coli 3030-1		27533034	tRNAs	articles
97081	Enterobacteria phage VT2-Sakai	NC_000902.1	754080	Escherichia coli 3030-1		27533034	tRNAs	articles
10730	Enterobacteria phage 933W	NC_000924.1	1412816	Escherichia coli 320		27533034	tRNAs	articles
10761	Shigella phage Sf6	NC_005344.1	1412816	Escherichia coli 320		27533034	tRNAs	articles
1124654	Escherichia phage TL-2011b	NC_019445.1	1412816	Escherichia coli 320		27533034	tRNAs	articles
1168549	Salmonella phage vB_SosS_Oslo	NC_018279.1	1412816	Escherichia coli 320		27533034	tRNAs	articles
173443	Salmonella phage ST64T	NC_004348.1	1412816	Escherichia coli 320		27533034	tRNAs	articles
180816	Stx2 converting phage I	NC_003525.1	1412816	Escherichia coli 320		27533034	tRNAs	articles
194949	Escherichia phage Stx2 II	NC_004914.2	1412816	Escherichia coli 320		27533034	tRNAs	articles
97081	Enterobacteria phage VT2-Sakai	NC_000902.1	1412816	Escherichia coli 320		27533034	tRNAs	articles
379329	Stx2-converting phage 86	NC_008464.1	1412822	Escherichia coli 328		27533034	tRNAs	articles
10730	Enterobacteria phage 933W	NC_000924.1	670892	Escherichia coli 3431		27533034	tRNAs	articles
1124655	Escherichia phage TL-2011c	NC_019442.1	670892	Escherichia coli 3431		27533034	tRNAs	articles
1147145	Enterobacteria phage HK446	NC_019714.1	670892	Escherichia coli 3431		27533034	tRNAs	articles
1150869	Escherichia phage P13374	NC_018846.1	670892	Escherichia coli 3431		27533034	tRNAs	articles
180816	Stx2 converting phage I	NC_003525.1	670892	Escherichia coli 3431		27533034	tRNAs	articles
194949	Escherichia phage Stx2 II	NC_004914.2	670892	Escherichia coli 3431		27533034	tRNAs	articles
489779	Enterobacteria phage Min27	NC_010237.1	670892	Escherichia coli 3431		27533034	tRNAs	articles
714583	Salmonella phage ST160	NC_014900.1	670892	Escherichia coli 3431		27533034	tRNAs	articles
97081	Enterobacteria phage VT2-Sakai	NC_000902.1	1412818	Escherichia coli 38.27		27533034	tRNAs	articles
379329	Stx2-converting phage 86	NC_008464.1	1412819	Escherichia coli 38.34		27533034	tRNAs	articles
10730	Enterobacteria phage 933W	NC_000924.1	1412819	Escherichia coli 38.34		27533034	tRNAs	articles
1124655	Escherichia phage TL-2011c	NC_019442.1	1412819	Escherichia coli 38.34		27533034	tRNAs	articles
1150869	Escherichia phage P13374	NC_018846.1	1412819	Escherichia coli 38.34		27533034	tRNAs	articles
180816	Stx2 converting phage I	NC_003525.1	1412819	Escherichia coli 38.34		27533034	tRNAs	articles
194949	Escherichia phage Stx2 II	NC_004914.2	1412819	Escherichia coli 38.34		27533034	tRNAs	articles
489779	Enterobacteria phage Min27	NC_010237.1	1412819	Escherichia coli 38.34		27533034	tRNAs	articles
97081	Enterobacteria phage VT2-Sakai	NC_000902.1	1412819	Escherichia coli 38.34		27533034	tRNAs	articles
10678	Escherichia virus P1	NC_005856.1	1127356	Escherichia coli 4_1_47FAA		27533034	tRNAs	articles
10730	Enterobacteria phage 933W	NC_000924.1	1127356	Escherichia coli 4_1_47FAA		27533034	tRNAs	articles
1124655	Escherichia phage TL-2011c	NC_019442.1	1127356	Escherichia coli 4_1_47FAA		27533034	tRNAs	articles
1150869	Escherichia phage P13374	NC_018846.1	1127356	Escherichia coli 4_1_47FAA		27533034	tRNAs	articles
180816	Stx2 converting phage I	NC_003525.1	1127356	Escherichia coli 4_1_47FAA		27533034	tRNAs	articles
194949	Escherichia phage Stx2 II	NC_004914.2	1127356	Escherichia coli 4_1_47FAA		27533034	tRNAs	articles
489779	Enterobacteria phage Min27	NC_010237.1	1127356	Escherichia coli 4_1_47FAA		27533034	tRNAs	articles
97081	Enterobacteria phage VT2-Sakai	NC_000902.1	1127356	Escherichia coli 4_1_47FAA		27533034	tRNAs	articles
10678	Escherichia virus P1	NC_005856.1	1444143	Escherichia coli 4-203-08_S3_C1		27533034	tRNAs	articles
10730	Enterobacteria phage 933W	NC_000924.1	1444143	Escherichia coli 4-203-08_S3_C1		27533034	tRNAs	articles
1124655	Escherichia phage TL-2011c	NC_019442.1	1444143	Escherichia coli 4-203-08_S3_C1		27533034	tRNAs	articles
1150869	Escherichia phage P13374	NC_018846.1	1444143	Escherichia coli 4-203-08_S3_C1		27533034	tRNAs	articles
180816	Stx2 converting phage I	NC_003525.1	1444143	Escherichia coli 4-203-08_S3_C1		27533034	tRNAs	articles
194949	Escherichia phage Stx2 II	NC_004914.2	1444143	Escherichia coli 4-203-08_S3_C1		27533034	tRNAs	articles
379329	Stx2-converting phage 86	NC_008464.1	1444143	Escherichia coli 4-203-08_S3_C1		27533034	tRNAs	articles
489779	Enterobacteria phage Min27	NC_010237.1	1444143	Escherichia coli 4-203-08_S3_C1		27533034	tRNAs	articles
10678	Escherichia virus P1	NC_005856.1	1444254	Escherichia coli 4-203-08_S4_C2		27533034	tRNAs	articles
10730	Enterobacteria phage 933W	NC_000924.1	1444254	Escherichia coli 4-203-08_S4_C2		27533034	tRNAs	articles
1124655	Escherichia phage TL-2011c	NC_019442.1	1444254	Escherichia coli 4-203-08_S4_C2		27533034	tRNAs	articles
1150869	Escherichia phage P13374	NC_018846.1	1444254	Escherichia coli 4-203-08_S4_C2		27533034	tRNAs	articles
180816	Stx2 converting phage I	NC_003525.1	1444254	Escherichia coli 4-203-08_S4_C2		27533034	tRNAs	articles
379329	Stx2-converting phage 86	NC_008464.1	1444254	Escherichia coli 4-203-08_S4_C2		27533034	tRNAs	articles
489779	Enterobacteria phage Min27	NC_010237.1	1444254	Escherichia coli 4-203-08_S4_C2		27533034	tRNAs	articles
97081	Enterobacteria phage VT2-Sakai	NC_000902.1	1444254	Escherichia coli 4-203-08_S4_C2		27533034	tRNAs	articles
10730	Enterobacteria phage 933W	NC_000924.1	1444280	Escherichia coli 4-203-08_S4_C3		27533034	tRNAs	articles
1124655	Escherichia phage TL-2011c	NC_019442.1	1444280	Escherichia coli 4-203-08_S4_C3		27533034	tRNAs	articles
1150869	Escherichia phage P13374	NC_018846.1	1444280	Escherichia coli 4-203-08_S4_C3		27533034	tRNAs	articles
180816	Stx2 converting phage I	NC_003525.1	1444280	Escherichia coli 4-203-08_S4_C3		27533034	tRNAs	articles
194949	Escherichia phage Stx2 II	NC_004914.2	1444280	Escherichia coli 4-203-08_S4_C3		27533034	tRNAs	articles
379329	Stx2-converting phage 86	NC_008464.1	1444280	Escherichia coli 4-203-08_S4_C3		27533034	tRNAs	articles
489779	Enterobacteria phage Min27	NC_010237.1	1444280	Escherichia coli 4-203-08_S4_C3		27533034	tRNAs	articles
97081	Enterobacteria phage VT2-Sakai	NC_000902.1	1444280	Escherichia coli 4-203-08_S4_C3		27533034	tRNAs	articles
1150869	Escherichia phage P13374	NC_018846.1	1412823	Escherichia coli 435		27533034	tRNAs	articles
194949	Escherichia phage Stx2 II	NC_004914.2	1412823	Escherichia coli 435		27533034	tRNAs	articles
379329	Stx2-converting phage 86	NC_008464.1	1412823	Escherichia coli 435		27533034	tRNAs	articles
489779	Enterobacteria phage Min27	NC_010237.1	1412823	Escherichia coli 435		27533034	tRNAs	articles
97081	Enterobacteria phage VT2-Sakai	NC_000902.1	1412823	Escherichia coli 435		27533034	tRNAs	articles
10730	Enterobacteria phage 933W	NC_000924.1	1444101	Escherichia coli 5-172-05_S1_C3		27533034	tRNAs	articles
1124655	Escherichia phage TL-2011c	NC_019442.1	1444101	Escherichia coli 5-172-05_S1_C3		27533034	tRNAs	articles
1150869	Escherichia phage P13374	NC_018846.1	1444101	Escherichia coli 5-172-05_S1_C3		27533034	tRNAs	articles
180816	Stx2 converting phage I	NC_003525.1	1444101	Escherichia coli 5-172-05_S1_C3		27533034	tRNAs	articles
194949	Escherichia phage Stx2 II	NC_004914.2	1444101	Escherichia coli 5-172-05_S1_C3		27533034	tRNAs	articles
379329	Stx2-converting phage 86	NC_008464.1	1444101	Escherichia coli 5-172-05_S1_C3		27533034	tRNAs	articles
489779	Enterobacteria phage Min27	NC_010237.1	1444101	Escherichia coli 5-172-05_S1_C3		27533034	tRNAs	articles
97081	Enterobacteria phage VT2-Sakai	NC_000902.1	1444101	Escherichia coli 5-172-05_S1_C3		27533034	tRNAs	articles
10730	Enterobacteria phage 933W	NC_000924.1	1444128	Escherichia coli 5-172-05_S3_C1		27533034	tRNAs	articles
10761	Shigella phage Sf6	NC_005344.1	1444128	Escherichia coli 5-172-05_S3_C1		27533034	tRNAs	articles
1127357	Salmonella phage SPN9CC	NC_017985.1	1444128	Escherichia coli 5-172-05_S3_C1		27533034	tRNAs	articles
1147145	Enterobacteria phage HK446	NC_019714.1	1444128	Escherichia coli 5-172-05_S3_C1		27533034	tRNAs	articles
173443	Salmonella phage ST64T	NC_004348.1	1444128	Escherichia coli 5-172-05_S3_C1		27533034	tRNAs	articles
180816	Stx2 converting phage I	NC_003525.1	1444128	Escherichia coli 5-172-05_S3_C1		27533034	tRNAs	articles
194949	Escherichia phage Stx2 II	NC_004914.2	1444128	Escherichia coli 5-172-05_S3_C1		27533034	tRNAs	articles
714583	Salmonella phage ST160	NC_014900.1	1444128	Escherichia coli 5-172-05_S3_C1		27533034	tRNAs	articles
103807	Enterobacteria phage phiP27	NC_003356.1	1444186	Escherichia coli 5-172-05_S3_C3		27533034	tRNAs	articles
10730	Enterobacteria phage 933W	NC_000924.1	1444186	Escherichia coli 5-172-05_S3_C3		27533034	tRNAs	articles
1124655	Escherichia phage TL-2011c	NC_019442.1	1444186	Escherichia coli 5-172-05_S3_C3		27533034	tRNAs	articles
1150869	Escherichia phage P13374	NC_018846.1	1444186	Escherichia coli 5-172-05_S3_C3		27533034	tRNAs	articles
180816	Stx2 converting phage I	NC_003525.1	1444186	Escherichia coli 5-172-05_S3_C3		27533034	tRNAs	articles
379329	Stx2-converting phage 86	NC_008464.1	1444186	Escherichia coli 5-172-05_S3_C3		27533034	tRNAs	articles
489779	Enterobacteria phage Min27	NC_010237.1	1444186	Escherichia coli 5-172-05_S3_C3		27533034	tRNAs	articles
97081	Enterobacteria phage VT2-Sakai	NC_000902.1	1444186	Escherichia coli 5-172-05_S3_C3		27533034	tRNAs	articles
10730	Enterobacteria phage 933W	NC_000924.1	1444211	Escherichia coli 5-172-05_S4_C1		27533034	tRNAs	articles
1124655	Escherichia phage TL-2011c	NC_019442.1	1444211	Escherichia coli 5-172-05_S4_C1		27533034	tRNAs	articles
1150869	Escherichia phage P13374	NC_018846.1	1444211	Escherichia coli 5-172-05_S4_C1		27533034	tRNAs	articles
180816	Stx2 converting phage I	NC_003525.1	1444211	Escherichia coli 5-172-05_S4_C1		27533034	tRNAs	articles
194949	Escherichia phage Stx2 II	NC_004914.2	1444211	Escherichia coli 5-172-05_S4_C1		27533034	tRNAs	articles
379329	Stx2-converting phage 86	NC_008464.1	1444211	Escherichia coli 5-172-05_S4_C1		27533034	tRNAs	articles
489779	Enterobacteria phage Min27	NC_010237.1	1444211	Escherichia coli 5-172-05_S4_C1		27533034	tRNAs	articles
97081	Enterobacteria phage VT2-Sakai	NC_000902.1	1444211	Escherichia coli 5-172-05_S4_C1		27533034	tRNAs	articles
10730	Enterobacteria phage 933W	NC_000924.1	1444239	Escherichia coli 5-172-05_S4_C2		27533034	tRNAs	articles
1124655	Escherichia phage TL-2011c	NC_019442.1	1444239	Escherichia coli 5-172-05_S4_C2		27533034	tRNAs	articles
1150869	Escherichia phage P13374	NC_018846.1	1444239	Escherichia coli 5-172-05_S4_C2		27533034	tRNAs	articles
