Vrus taxid	Host tax id	pmid	Evidence
1204535	1151349	27533034	CRISPR
559189	1151349	27533034	CRISPR
864178	1151349	27533034	CRISPR
1032362	1151350	27533034	CRISPR
1204535	1151350	27533034	CRISPR
559189	1151350	27533034	CRISPR
864178	1151350	27533034	CRISPR
1032362	1151352	27533034	CRISPR
1204535	1151352	27533034	CRISPR
262071	1151352	27533034	CRISPR
320122	1151352	27533034	CRISPR
559189	1151352	27533034	CRISPR
864178	1151352	27533034	CRISPR
1032362	1151353	27533034	CRISPR
1204535	1151353	27533034	CRISPR
559189	1151353	27533034	CRISPR
864178	1151353	27533034	CRISPR
1032362	1151354	27533034	CRISPR
320122	1151354	27533034	CRISPR
1032362	1151355	27533034	CRISPR
1204535	1151355	27533034	CRISPR
559189	1151355	27533034	CRISPR
864178	1151355	27533034	CRISPR
1032362	1151356	27533034	CRISPR
1204535	1151356	27533034	CRISPR
864178	1151356	27533034	CRISPR
1032362	1151358	27533034	CRISPR
1204535	1151358	27533034	CRISPR
864178	1151358	27533034	CRISPR
1032362	1151360	27533034	CRISPR
1204535	1151360	27533034	CRISPR
262071	1151360	27533034	CRISPR
559189	1151360	27533034	CRISPR
864178	1151360	27533034	CRISPR
1032362	1151362	27533034	CRISPR
1204535	1151362	27533034	CRISPR
864178	1151362	27533034	CRISPR
1032362	1151363	27533034	CRISPR
1204535	1151363	27533034	CRISPR
559189	1151363	27533034	CRISPR
864178	1151363	27533034	CRISPR
1032362	1215065	27533034	CRISPR
1204534	1215065	27533034	CRISPR
559189	1215065	27533034	CRISPR
864178	1215065	27533034	CRISPR
1032362	1215071	27533034	CRISPR
559189	1215071	27533034	CRISPR
1032362	1215072	27533034	CRISPR
1204535	1215072	27533034	CRISPR
559189	1215072	27533034	CRISPR
864178	1215072	27533034	CRISPR
1204535	1151364	27533034	CRISPR
864178	1151364	27533034	CRISPR
1032362	1232192	27533034	CRISPR
1204535	1232192	27533034	CRISPR
1032362	1151366	27533034	CRISPR
1204535	1151366	27533034	CRISPR
864178	1151366	27533034	CRISPR
1032362	1151367	27533034	CRISPR
1204534	1151367	27533034	CRISPR
1204535	1151367	27533034	CRISPR
559189	1151367	27533034	CRISPR
864178	1151367	27533034	CRISPR
1032362	1151368	27533034	CRISPR
864178	1151368	27533034	CRISPR
1032362	1232193	27533034	CRISPR
1204535	1232193	27533034	CRISPR
1032362	1151372	27533034	CRISPR
1204534	1151372	27533034	CRISPR
864178	1151372	27533034	CRISPR
1032362	1232194	27533034	CRISPR
1204535	1232194	27533034	CRISPR
1032362	1232195	27533034	CRISPR
1204535	1232195	27533034	CRISPR
1032362	1232196	27533034	CRISPR
1204535	1232196	27533034	CRISPR
1032362	1232197	27533034	CRISPR
1204535	1232197	27533034	CRISPR
262071	1232197	27533034	CRISPR
1032362	699035	27533034	CRISPR
1204534	699035	27533034	CRISPR
1204535	699035	27533034	CRISPR
262071	699035	27533034	CRISPR
320122	699035	27533034	CRISPR
559189	699035	27533034	CRISPR
864178	699035	27533034	CRISPR
559189	699037	27533034	CRISPR
1032362	525258	27533034	CRISPR
1204534	525258	27533034	CRISPR
1204535	525258	27533034	CRISPR
262071	525258	27533034	CRISPR
320122	525258	27533034	CRISPR
559189	525258	27533034	CRISPR
864178	525258	27533034	CRISPR
1032362	525259	27533034	CRISPR
1204534	525259	27533034	CRISPR
1204535	525259	27533034	CRISPR
262071	525259	27533034	CRISPR
320122	525259	27533034	CRISPR
559189	525259	27533034	CRISPR
864178	525259	27533034	CRISPR
1032362	1151401	27533034	CRISPR
864178	1151401	27533034	CRISPR
1032362	1151402	27533034	CRISPR
320122	1151402	27533034	CRISPR
864178	1151402	27533034	CRISPR
1032362	1151403	27533034	CRISPR
320122	1151403	27533034	CRISPR
1032362	1151404	27533034	CRISPR
1204535	1151404	27533034	CRISPR
864178	1151404	27533034	CRISPR
1032362	1151394	27533034	CRISPR
1204535	1151394	27533034	CRISPR
864178	1151394	27533034	CRISPR
1032362	1151405	27533034	CRISPR
1204535	1151405	27533034	CRISPR
864178	1151405	27533034	CRISPR
1032362	1151406	27533034	CRISPR
1204535	1151406	27533034	CRISPR
559189	1151406	27533034	CRISPR
864178	1151406	27533034	CRISPR
1032362	1151407	27533034	CRISPR
1204534	1151407	27533034	CRISPR
1204535	1151407	27533034	CRISPR
559189	1151407	27533034	CRISPR
864178	1151407	27533034	CRISPR
1032362	1151408	27533034	CRISPR
1204535	1151408	27533034	CRISPR
262071	1151408	27533034	CRISPR
320122	1151408	27533034	CRISPR
559189	1151408	27533034	CRISPR
864178	1151408	27533034	CRISPR
1032362	1151409	27533034	CRISPR
1204535	1151409	27533034	CRISPR
262071	1151409	27533034	CRISPR
320122	1151409	27533034	CRISPR
559189	1151409	27533034	CRISPR
864178	1151409	27533034	CRISPR
1032362	1151411	27533034	CRISPR
1204535	1151411	27533034	CRISPR
1032362	1151395	27533034	CRISPR
1204535	1151395	27533034	CRISPR
559189	1151395	27533034	CRISPR
864178	1151395	27533034	CRISPR
1032362	1151412	27533034	CRISPR
1204535	1151412	27533034	CRISPR
320122	1151412	27533034	CRISPR
559189	1151412	27533034	CRISPR
864178	1151412	27533034	CRISPR
1032362	1151413	27533034	CRISPR
1204534	1151413	27533034	CRISPR
1204535	1151413	27533034	CRISPR
559189	1151413	27533034	CRISPR
864178	1151413	27533034	CRISPR
1032362	1151414	27533034	CRISPR
1204535	1151414	27533034	CRISPR
262071	1151414	27533034	CRISPR
320122	1151414	27533034	CRISPR
559189	1151414	27533034	CRISPR
864178	1151414	27533034	CRISPR
1032362	1151415	27533034	CRISPR
1204535	1151415	27533034	CRISPR
559189	1151415	27533034	CRISPR
864178	1151415	27533034	CRISPR
1032362	1151418	27533034	CRISPR
320122	1151418	27533034	CRISPR
1032362	1151419	27533034	CRISPR
1204535	1151419	27533034	CRISPR
320122	1151419	27533034	CRISPR
864178	1151419	27533034	CRISPR
1032362	1151416	27533034	CRISPR
1204534	1151416	27533034	CRISPR
262071	1151416	27533034	CRISPR
320122	1151416	27533034	CRISPR
1032362	1151417	27533034	CRISPR
1204535	1151417	27533034	CRISPR
1032362	1151420	27533034	CRISPR
1204535	1151420	27533034	CRISPR
320122	1151420	27533034	CRISPR
559189	1151420	27533034	CRISPR
864178	1151420	27533034	CRISPR
1032362	1151421	27533034	CRISPR
1204534	1151421	27533034	CRISPR
1204535	1151421	27533034	CRISPR
559189	1151421	27533034	CRISPR
864178	1151421	27533034	CRISPR
1032362	1151422	27533034	CRISPR
320122	1151422	27533034	CRISPR
864178	1151422	27533034	CRISPR
1032362	1151423	27533034	CRISPR
320122	1151423	27533034	CRISPR
864178	1151423	27533034	CRISPR
1032362	1151424	27533034	CRISPR
1204534	1151424	27533034	CRISPR
1204535	1151424	27533034	CRISPR
864178	1151424	27533034	CRISPR
1032362	1151396	27533034	CRISPR
1204535	1151396	27533034	CRISPR
320122	1151396	27533034	CRISPR
864178	1151396	27533034	CRISPR
1032362	1151425	27533034	CRISPR
1204534	1151425	27533034	CRISPR
320122	1151425	27533034	CRISPR
864178	1151425	27533034	CRISPR
1032362	1151426	27533034	CRISPR
1204535	1151426	27533034	CRISPR
262071	1151426	27533034	CRISPR
320122	1151426	27533034	CRISPR
864178	1151426	27533034	CRISPR
1032362	1151427	27533034	CRISPR
1204534	1151427	27533034	CRISPR
1204535	1151427	27533034	CRISPR
864178	1151427	27533034	CRISPR
1032362	1151428	27533034	CRISPR
1204534	1151428	27533034	CRISPR
1204535	1151428	27533034	CRISPR
320122	1151428	27533034	CRISPR
559189	1151428	27533034	CRISPR
864178	1151428	27533034	CRISPR
1032362	1151429	27533034	CRISPR
1204535	1151429	27533034	CRISPR
262071	1151429	27533034	CRISPR
1032362	1151431	27533034	CRISPR
1204535	1151431	27533034	CRISPR
559189	1151431	27533034	CRISPR
864178	1151431	27533034	CRISPR
1032362	1151432	27533034	CRISPR
320122	1151432	27533034	CRISPR
864178	1151432	27533034	CRISPR
1204535	1151433	27533034	CRISPR
864178	1151433	27533034	CRISPR
1032362	1151398	27533034	CRISPR
1204535	1151398	27533034	CRISPR
320122	1151398	27533034	CRISPR
864178	1151398	27533034	CRISPR
1032362	1151434	27533034	CRISPR
1204535	1151434	27533034	CRISPR
320122	1151434	27533034	CRISPR
864178	1151434	27533034	CRISPR
559189	1151436	27533034	CRISPR
1032362	1151435	27533034	CRISPR
1204535	1151435	27533034	CRISPR
559189	1151435	27533034	CRISPR
864178	1151435	27533034	CRISPR
1032362	1151437	27533034	CRISPR
1204535	1151437	27533034	CRISPR
320122	1151437	27533034	CRISPR
864178	1151437	27533034	CRISPR
559189	1151438	27533034	CRISPR
1032362	1151439	27533034	CRISPR
1204535	1151439	27533034	CRISPR
320122	1151439	27533034	CRISPR
864178	1151439	27533034	CRISPR
1032362	1151440	27533034	CRISPR
559189	1151440	27533034	CRISPR
864178	1151440	27533034	CRISPR
1032362	1151430	27533034	CRISPR
1204535	1151430	27533034	CRISPR
559189	1151430	27533034	CRISPR
864178	1151430	27533034	CRISPR
1204535	1151399	27533034	CRISPR
864178	1151399	27533034	CRISPR
1032362	1151400	27533034	CRISPR
864178	1151400	27533034	CRISPR
1032362	499174	27533034	CRISPR
1204534	499174	27533034	CRISPR
1204535	499174	27533034	CRISPR
262071	499174	27533034	CRISPR
320122	499174	27533034	CRISPR
559189	499174	27533034	CRISPR
864178	499174	27533034	CRISPR
1032362	367459	27533034	CRISPR
1204534	367459	27533034	CRISPR
1204535	367459	27533034	CRISPR
559189	367459	27533034	CRISPR
864178	367459	27533034	CRISPR
1032362	479834	27533034	CRISPR
1204534	479834	27533034	CRISPR
1204535	479834	27533034	CRISPR
559189	479834	27533034	CRISPR
864178	479834	27533034	CRISPR
1032362	455631	27533034	CRISPR
1204534	455631	27533034	CRISPR
1204535	455631	27533034	CRISPR
559189	455631	27533034	CRISPR
864178	455631	27533034	CRISPR
1032362	479832	27533034	CRISPR
1204534	479832	27533034	CRISPR
1204535	479832	27533034	CRISPR
559189	479832	27533034	CRISPR
864178	479832	27533034	CRISPR
1032362	479833	27533034	CRISPR
1204534	479833	27533034	CRISPR
1204535	479833	27533034	CRISPR
559189	479833	27533034	CRISPR
864178	479833	27533034	CRISPR
1032362	645463	27533034	CRISPR
1204534	645463	27533034	CRISPR
1204535	645463	27533034	CRISPR
559189	645463	27533034	CRISPR
864178	645463	27533034	CRISPR
320122	1215068	27533034	CRISPR
1032362	1215073	27533034	CRISPR
1204535	1215073	27533034	CRISPR
1032362	1215086	27533034	CRISPR
1204534	1215086	27533034	CRISPR
559189	1215086	27533034	CRISPR
864178	1215086	27533034	CRISPR
1032362	1151373	27533034	CRISPR
320122	1151373	27533034	CRISPR
1032362	1151376	27533034	CRISPR
320122	1151376	27533034	CRISPR
1032362	1151377	27533034	CRISPR
1204535	1151377	27533034	CRISPR
559189	1151377	27533034	CRISPR
864178	1151377	27533034	CRISPR
1032362	1151378	27533034	CRISPR
320122	1151378	27533034	CRISPR
1032362	1151379	27533034	CRISPR
864178	1151379	27533034	CRISPR
1032362	1151380	27533034	CRISPR
1204535	1151380	27533034	CRISPR
559189	1151380	27533034	CRISPR
864178	1151380	27533034	CRISPR
1032362	1151374	27533034	CRISPR
1204535	1151374	27533034	CRISPR
559189	1151374	27533034	CRISPR
864178	1151374	27533034	CRISPR
1032362	1151381	27533034	CRISPR
1204535	1151381	27533034	CRISPR
1032362	1151382	27533034	CRISPR
1204535	1151382	27533034	CRISPR
864178	1151382	27533034	CRISPR
1032362	1151383	27533034	CRISPR
1204535	1151383	27533034	CRISPR
559189	1151383	27533034	CRISPR
864178	1151383	27533034	CRISPR
1032362	1151384	27533034	CRISPR
1204534	1151384	27533034	CRISPR
1204535	1151384	27533034	CRISPR
559189	1151384	27533034	CRISPR
864178	1151384	27533034	CRISPR
1032362	1151385	27533034	CRISPR
1204534	1151385	27533034	CRISPR
320122	1151385	27533034	CRISPR
864178	1151385	27533034	CRISPR
1032362	1151386	27533034	CRISPR
320122	1151386	27533034	CRISPR
1032362	1151387	27533034	CRISPR
320122	1151387	27533034	CRISPR
1032362	1151388	27533034	CRISPR
1204534	1151388	27533034	CRISPR
320122	1151388	27533034	CRISPR
864178	1151388	27533034	CRISPR
1032362	1151389	27533034	CRISPR
1204535	1151389	27533034	CRISPR
864178	1151389	27533034	CRISPR
1032362	1151390	27533034	CRISPR
1204535	1151390	27533034	CRISPR
262071	1151390	27533034	CRISPR
1032362	1151392	27533034	CRISPR
1204535	1151392	27533034	CRISPR
262071	1151392	27533034	CRISPR
559189	1151392	27533034	CRISPR
864178	1151392	27533034	CRISPR
1032362	1151375	27533034	CRISPR
320122	1151375	27533034	CRISPR
12336	1443123	27533034	CRISPR
1187894	451754	27533034	CRISPR
1187894	883064	27533034	CRISPR
1187894	289380	27533034	CRISPR
396359	289380		RefSeq
12336	1443109	27533034	CRISPR
157239	1550227	27533034	tRNAs
10690	1550227	27533034	tRNAs
10730	1550227	27533034	tRNAs
180816	1550227	27533034	tRNAs
194949	1550227	27533034	tRNAs
340054	1550227	27533034	tRNAs
1147137	1509		RefSeq
1567014	1172203		RefSeq
765765	167879		RefSeq
1176422	216432		RefSeq
1327037	216432		RefSeq
1684115	1888169		RefSeq
1410331	413502		RefSeq
1647385	1537702		RefSeq
1563661	180282		RefSeq
1091052	1226343	27533034	CRISPR
1091052	1225780	27533034	CRISPR
1091052	1223568	27533034	CRISPR
1204528	1223568	27533034	CRISPR
1477406	1914291		RefSeq
637730	568766	27533034	CRISPR
1477404	398580		RefSeq
1498169	398580		RefSeq
1244856	636	23405297	Literature
1244857	636	23405297	Literature
1264700	636	23469359	Literature
1537091	636	26049743	Literature
484895	1329839	27533034	tRNAs
685892	1329835	27533034	tRNAs
743813	1329835	27533034	tRNAs
757342	1329819	27533034	tRNAs
1177632	1329811	27533034	tRNAs
906669	1329811	27533034	tRNAs
1177632	1329830	27533034	tRNAs
1177632	1329832	27533034	tRNAs
906669	1329818	27533034	tRNAs
1150990	69218		RefSeq
1177632	1439324	27533034	tRNAs
1177632	1329846	27533034	tRNAs
1177632	1329844	27533034	tRNAs
906669	1329844	27533034	tRNAs
1177632	1400147	27533034	tRNAs
906669	1400148	27533034	tRNAs
1177632	1329855	27533034	tRNAs
906669	1329855	27533034	tRNAs
129861	1329856	27533034	tRNAs
906669	1329853	27533034	tRNAs
129861	1329854	27533034	tRNAs
129861	888063	27533034	tRNAs
1864622	1676277		RefSeq
1864623	1676277		RefSeq
129861	1329814	27533034	tRNAs
10847	1265478		RefSeq
906669	1169282	27533034	tRNAs
906669	1169281	27533034	tRNAs
977801	936153		RefSeq
906669	1151200	27533034	tRNAs
129861	1169283	27533034	tRNAs
1871692	1169286		RefSeq
1177632	1157378	27533034	tRNAs
1177632	1157379	27533034	tRNAs
673832	1157380	27533034	tRNAs
673832	1151209	27533034	tRNAs
673839	1151210	27533034	tRNAs
673832	1151211	27533034	tRNAs
673839	1151212	27533034	tRNAs
673839	1157342	27533034	tRNAs
673839	1157343	27533034	tRNAs
673839	1157344	27533034	tRNAs
673839	1151186	27533034	tRNAs
673839	1157345	27533034	tRNAs
673839	1157346	27533034	tRNAs
673839	1157347	27533034	tRNAs
673839	1157348	27533034	tRNAs
673839	1157349	27533034	tRNAs
673839	1157350	27533034	tRNAs
673839	1157351	27533034	tRNAs
673839	1157352	27533034	tRNAs
673839	1157381	27533034	tRNAs
673839	1157353	27533034	tRNAs
673839	1157383	27533034	tRNAs
673839	1157384	27533034	tRNAs
673839	1157385	27533034	tRNAs
673839	1157355	27533034	tRNAs
673839	1157386	27533034	tRNAs
673839	1157356	27533034	tRNAs
673839	1157357	27533034	tRNAs
673839	1157358	27533034	tRNAs
673839	1157359	27533034	tRNAs
673839	1157360	27533034	tRNAs
673839	1157387	27533034	tRNAs
673839	1157388	27533034	tRNAs
673839	1157389	27533034	tRNAs
673839	1157390	27533034	tRNAs
673839	1157391	27533034	tRNAs
673839	1157392	27533034	tRNAs
673839	1157393	27533034	tRNAs
673839	1157394	27533034	tRNAs
673839	1157361	27533034	tRNAs
673839	1157362	27533034	tRNAs
673839	1157363	27533034	tRNAs
673839	1157395	27533034	tRNAs
673839	1157364	27533034	tRNAs
673839	1157396	27533034	tRNAs
673839	1391486	27533034	tRNAs
673839	1157397	27533034	tRNAs
673839	1391487	27533034	tRNAs
673839	1391497	27533034	tRNAs
673839	1157399	27533034	tRNAs
673839	1157400	27533034	tRNAs
673839	1157401	27533034	tRNAs
673839	1157402	27533034	tRNAs
673835	1157403	27533034	tRNAs
673839	1157404	27533034	tRNAs
673839	1157405	27533034	tRNAs
673839	1157406	27533034	tRNAs
673839	1157407	27533034	tRNAs
673839	1157408	27533034	tRNAs
673839	1157409	27533034	tRNAs
673839	1157410	27533034	tRNAs
673839	1157411	27533034	tRNAs
673839	1158632	27533034	tRNAs
673839	1157412	27533034	tRNAs
673839	1151188	27533034	tRNAs
673839	1157365	27533034	tRNAs
673839	1151189	27533034	tRNAs
673839	1157366	27533034	tRNAs
673837	1157367	27533034	tRNAs
673832	1391469	27533034	tRNAs
673835	1158660	27533034	tRNAs
673839	1158661	27533034	tRNAs
673839	565644	27533034	tRNAs
673839	1158627	27533034	tRNAs
673839	1169288	27533034	tRNAs
673839	1206105	27533034	tRNAs
673839	1287066	27533034	tRNAs
673839	1115807	27533034	tRNAs
673839	1158622	27533034	tRNAs
673839	1320322	27533034	tRNAs
673839	1263864	27533034	tRNAs
673839	1169304	27533034	tRNAs
673832	1158653	27533034	tRNAs
673832	1158625	27533034	tRNAs
673832	1158658	27533034	tRNAs
673839	1169305	27533034	tRNAs
673839	1169251	27533034	tRNAs
673832	1158655	27533034	tRNAs
673839	1169252	27533034	tRNAs
673839	1169280	27533034	tRNAs
673839	1158626	27533034	tRNAs
673839	1169300	27533034	tRNAs
673832	1169254	27533034	tRNAs
673839	1169314	27533034	tRNAs
673832	1169307	27533034	tRNAs
673832	749508	27533034	tRNAs
673839	749510	27533034	tRNAs
673835	525278	27533034	tRNAs
673832	749518	27533034	tRNAs
673839	749493	27533034	tRNAs
673839	1158637	27533034	tRNAs
673839	226185	27533034	tRNAs
673839	1158623	27533034	tRNAs
673832	1244144	27533034	tRNAs
673835	1244152	27533034	tRNAs
1432658	35783		RefSeq
1131315	79967		RefSeq
1407608	558		RefSeq
925984	338565	21097611	Literature
673837	1115511	27533034	tRNAs
673832	1115511	27533034	tRNAs
673839	1115511	27533034	tRNAs
673835	1115511	27533034	tRNAs
557393	1440052	27533034	tRNAs
673832	1440052	27533034	tRNAs
673835	1440052	27533034	tRNAs
10730	502347	27533034	tRNAs
10761	502347	27533034	tRNAs
1150869	502347	27533034	tRNAs
173443	502347	27533034	tRNAs
180816	502347	27533034	tRNAs
194949	502347	27533034	tRNAs
379329	502347	27533034	tRNAs
489779	502347	27533034	tRNAs
714583	502347	27533034	tRNAs
925986	502347	27533034	tRNAs
97081	502347	27533034	tRNAs
10730	909209	27533034	tRNAs
1124655	909209	27533034	tRNAs
1147145	909209	27533034	tRNAs
180816	909209	27533034	tRNAs
10730	1005442	27533034	tRNAs
1124655	1005442	27533034	tRNAs
1150869	1005442	27533034	tRNAs
180816	1005442	27533034	tRNAs
194949	1005442	27533034	tRNAs
379329	1005442	27533034	tRNAs
489779	1005442	27533034	tRNAs
97081	1005442	27533034	tRNAs
10761	1005441	27533034	tRNAs
1124655	1005441	27533034	tRNAs
1150869	1005441	27533034	tRNAs
173443	1005441	27533034	tRNAs
194949	1005441	27533034	tRNAs
379329	1005441	27533034	tRNAs
489779	1005441	27533034	tRNAs
714583	1005441	27533034	tRNAs
97081	1005441	27533034	tRNAs
1147145	1005566	27533034	tRNAs
10730	1005566	27533034	tRNAs
10761	1005566	27533034	tRNAs
1150869	1005566	27533034	tRNAs
173443	1005566	27533034	tRNAs
180816	1005566	27533034	tRNAs
194949	1005566	27533034	tRNAs
379329	1005566	27533034	tRNAs
489779	1005566	27533034	tRNAs
714583	1005566	27533034	tRNAs
97081	1005566	27533034	tRNAs
1124655	1081888	27533034	tRNAs
10730	1081888	27533034	tRNAs
1150869	1081888	27533034	tRNAs
180816	1081888	27533034	tRNAs
194949	1081888	27533034	tRNAs
379329	1081888	27533034	tRNAs
489779	1081888	27533034	tRNAs
97081	1081888	27533034	tRNAs
10730	1081895	27533034	tRNAs
10761	1081895	27533034	tRNAs
1147153	1081895	27533034	tRNAs
173443	1081895	27533034	tRNAs
180816	1081895	27533034	tRNAs
194949	1081895	27533034	tRNAs
379329	1081895	27533034	tRNAs
489779	1081895	27533034	tRNAs
97081	1081895	27533034	tRNAs
10730	1081894	27533034	tRNAs
1124655	1081894	27533034	tRNAs
1147145	1081894	27533034	tRNAs
1150869	1081894	27533034	tRNAs
180816	1081894	27533034	tRNAs
194949	1081894	27533034	tRNAs
379329	1081894	27533034	tRNAs
714583	1081894	27533034	tRNAs
97081	1081894	27533034	tRNAs
10730	1081889	27533034	tRNAs
1124655	1081889	27533034	tRNAs
1150869	1081889	27533034	tRNAs
180816	1081889	27533034	tRNAs
194949	1081889	27533034	tRNAs
379329	1081889	27533034	tRNAs
489779	1081889	27533034	tRNAs
563769	1081889	27533034	tRNAs
97081	1081889	27533034	tRNAs
10730	1081887	27533034	tRNAs
1124655	1081887	27533034	tRNAs
1150869	1081887	27533034	tRNAs
180816	1081887	27533034	tRNAs
194949	1081887	27533034	tRNAs
379329	1081887	27533034	tRNAs
489779	1081887	27533034	tRNAs
563769	1081887	27533034	tRNAs
97081	1081887	27533034	tRNAs
10730	1444049	27533034	tRNAs
1124655	1444049	27533034	tRNAs
1150869	1444049	27533034	tRNAs
180816	1444049	27533034	tRNAs
194949	1444049	27533034	tRNAs
489779	1444049	27533034	tRNAs
563769	1444049	27533034	tRNAs
97081	1444049	27533034	tRNAs
10730	1444077	27533034	tRNAs
1124655	1444077	27533034	tRNAs
1150869	1444077	27533034	tRNAs
180816	1444077	27533034	tRNAs
194949	1444077	27533034	tRNAs
379329	1444077	27533034	tRNAs
489779	1444077	27533034	tRNAs
563769	1444077	27533034	tRNAs
10730	1444104	27533034	tRNAs
1124655	1444104	27533034	tRNAs
1150869	1444104	27533034	tRNAs
180816	1444104	27533034	tRNAs
379329	1444104	27533034	tRNAs
489779	1444104	27533034	tRNAs
563769	1444104	27533034	tRNAs
97081	1444104	27533034	tRNAs
10730	1444132	27533034	tRNAs
1124655	1444132	27533034	tRNAs
1150869	1444132	27533034	tRNAs
180816	1444132	27533034	tRNAs
194949	1444132	27533034	tRNAs
379329	1444132	27533034	tRNAs
489779	1444132	27533034	tRNAs
97081	1444132	27533034	tRNAs
10730	1444160	27533034	tRNAs
1124655	1444160	27533034	tRNAs
1150869	1444160	27533034	tRNAs
180816	1444160	27533034	tRNAs
194949	1444160	27533034	tRNAs
379329	1444160	27533034	tRNAs
489779	1444160	27533034	tRNAs
97081	1444160	27533034	tRNAs
10730	1444215	27533034	tRNAs
1124655	1444215	27533034	tRNAs
1150869	1444215	27533034	tRNAs
180816	1444215	27533034	tRNAs
194949	1444215	27533034	tRNAs
379329	1444215	27533034	tRNAs
489779	1444215	27533034	tRNAs
97081	1444215	27533034	tRNAs
10730	1444243	27533034	tRNAs
1124655	1444243	27533034	tRNAs
1150869	1444243	27533034	tRNAs
180816	1444243	27533034	tRNAs
194949	1444243	27533034	tRNAs
379329	1444243	27533034	tRNAs
489779	1444243	27533034	tRNAs
97081	1444243	27533034	tRNAs
10730	1444272	27533034	tRNAs
1124655	1444272	27533034	tRNAs
1150869	1444272	27533034	tRNAs
180816	1444272	27533034	tRNAs
194949	1444272	27533034	tRNAs
379329	1444272	27533034	tRNAs
489779	1444272	27533034	tRNAs
97081	1444272	27533034	tRNAs
10730	1444050	27533034	tRNAs
1124655	1444050	27533034	tRNAs
1150869	1444050	27533034	tRNAs
180816	1444050	27533034	tRNAs
194949	1444050	27533034	tRNAs
379329	1444050	27533034	tRNAs
489779	1444050	27533034	tRNAs
97081	1444050	27533034	tRNAs
10730	1444078	27533034	tRNAs
1124655	1444078	27533034	tRNAs
1150869	1444078	27533034	tRNAs
180816	1444078	27533034	tRNAs
194949	1444078	27533034	tRNAs
379329	1444078	27533034	tRNAs
489779	1444078	27533034	tRNAs
97081	1444078	27533034	tRNAs
10730	1444105	27533034	tRNAs
1124655	1444105	27533034	tRNAs
1150869	1444105	27533034	tRNAs
180816	1444105	27533034	tRNAs
194949	1444105	27533034	tRNAs
379329	1444105	27533034	tRNAs
489779	1444105	27533034	tRNAs
97081	1444105	27533034	tRNAs
10730	1444133	27533034	tRNAs
1124655	1444133	27533034	tRNAs
1150869	1444133	27533034	tRNAs
180816	1444133	27533034	tRNAs
194949	1444133	27533034	tRNAs
379329	1444133	27533034	tRNAs
489779	1444133	27533034	tRNAs
97081	1444133	27533034	tRNAs
10730	1444216	27533034	tRNAs
1124655	1444216	27533034	tRNAs
1150869	1444216	27533034	tRNAs
180816	1444216	27533034	tRNAs
194949	1444216	27533034	tRNAs
379329	1444216	27533034	tRNAs
489779	1444216	27533034	tRNAs
97081	1444216	27533034	tRNAs
10730	1444244	27533034	tRNAs
1124655	1444244	27533034	tRNAs
1150869	1444244	27533034	tRNAs
180816	1444244	27533034	tRNAs
194949	1444244	27533034	tRNAs
379329	1444244	27533034	tRNAs
489779	1444244	27533034	tRNAs
97081	1444244	27533034	tRNAs
10730	1444273	27533034	tRNAs
1124655	1444273	27533034	tRNAs
1150869	1444273	27533034	tRNAs
180816	1444273	27533034	tRNAs
194949	1444273	27533034	tRNAs
379329	1444273	27533034	tRNAs
489779	1444273	27533034	tRNAs
97081	1444273	27533034	tRNAs
194949	1444051	27533034	tRNAs
97081	1444079	27533034	tRNAs
379329	1444106	27533034	tRNAs
10730	1444134	27533034	tRNAs
1124655	1444134	27533034	tRNAs
1150869	1444134	27533034	tRNAs
180816	1444134	27533034	tRNAs
194949	1444134	27533034	tRNAs
379329	1444134	27533034	tRNAs
489779	1444134	27533034	tRNAs
97081	1444134	27533034	tRNAs
10730	1444162	27533034	tRNAs
1124655	1444162	27533034	tRNAs
1150869	1444162	27533034	tRNAs
180816	1444162	27533034	tRNAs
194949	1444162	27533034	tRNAs
379329	1444162	27533034	tRNAs
489779	1444162	27533034	tRNAs
97081	1444162	27533034	tRNAs
10678	1444191	27533034	tRNAs
10730	1444191	27533034	tRNAs
1124655	1444191	27533034	tRNAs
1150869	1444191	27533034	tRNAs
180816	1444191	27533034	tRNAs
489779	1444191	27533034	tRNAs
10730	1444217	27533034	tRNAs
1124655	1444217	27533034	tRNAs
1150869	1444217	27533034	tRNAs
180816	1444217	27533034	tRNAs
194949	1444217	27533034	tRNAs
379329	1444217	27533034	tRNAs
489779	1444217	27533034	tRNAs
97081	1444217	27533034	tRNAs
10730	1444245	27533034	tRNAs
1124655	1444245	27533034	tRNAs
1150869	1444245	27533034	tRNAs
180816	1444245	27533034	tRNAs
194949	1444245	27533034	tRNAs
379329	1444245	27533034	tRNAs
489779	1444245	27533034	tRNAs
97081	1444245	27533034	tRNAs
10730	1444274	27533034	tRNAs
1124655	1444274	27533034	tRNAs
1150869	1444274	27533034	tRNAs
180816	1444274	27533034	tRNAs
194949	1444274	27533034	tRNAs
379329	1444274	27533034	tRNAs
489779	1444274	27533034	tRNAs
97081	1444274	27533034	tRNAs
10730	1444080	27533034	tRNAs
1124655	1444080	27533034	tRNAs
1150869	1444080	27533034	tRNAs
180816	1444080	27533034	tRNAs
194949	1444080	27533034	tRNAs
379329	1444080	27533034	tRNAs
489779	1444080	27533034	tRNAs
97081	1444080	27533034	tRNAs
10730	1444107	27533034	tRNAs
1124655	1444107	27533034	tRNAs
1150869	1444107	27533034	tRNAs
180816	1444107	27533034	tRNAs
