Contigs id(VIRUS)	Sequence location	Host taxid	Host name	Refseq  host	sequence location	pmid	evidence
Alphaproteobacteria_gi_451941309_854790_896321	26200428.fasta	1094497	Bartonella vinsonii subsp. berkhoffii str. Winnie			26200428	VirSorter
Alphaproteobacteria_gi_397770539	26200428.fasta	1094564	Bartonella washoensis 085-0475			26200428	VirSorter
Bacilli_gi_551064768	26200428.fasta	1121105	Bavariicoccus seileri DSM 19936			26200428	VirSorter
GOV_bin_2584_contig-100_1	27654921.fasta	422289	Beggiatoa sp. PS			27654921	Tetra
Gammaproteobacteria_gi_470165991_1870118_1903978	26200428.fasta	1171377	Bibersteinia trehalosi USDA-ARS-USMARC-192			26200428	VirSorter
Actinobacteria_gi_545408482	26200428.fasta	500634	Bifidobacterium bifidum ATCC 29521 = JCM 1255 = DSM 20456			26200428	VirSorter
Actinobacteria_gi_547761680_18542_28527	26200428.fasta	1263058	Bifidobacterium bifidum CAG:234			26200428	VirSorter
Actinobacteria_gi_545410648	26200428.fasta	1261072	Bifidobacterium breve JCP7499			26200428	VirSorter
Actinobacteria_gi_309801484	26200428.fasta	553191	Bifidobacterium dentium JCVIHMP022			26200428	VirSorter
Actinobacteria_gi_223955933_488_36693	26200428.fasta	537937	Bifidobacterium longum subsp. infantis CCUG 52486			26200428	VirSorter
Actinobacteria_gi_419848920	26200428.fasta	1161744	Bifidobacterium longum subsp. longum 1-6B			26200428	VirSorter
Actinobacteria_gi_419853350_0_39534	26200428.fasta	1161745	Bifidobacterium longum subsp. longum 2-2B			26200428	VirSorter
Actinobacteria_gi_548569677	26200428.fasta	1205679	Bifidobacterium longum subsp. longum CECT 7347			26200428	VirSorter
Actinobacteria_gi_551239924	26200428.fasta	1121108	Bifidobacterium magnum DSM 20222			26200428	VirSorter
Actinobacteria_gi_319434504_31294_49449	26200428.fasta	469594	Bifidobacterium sp. 12_1_47BFAA			26200428	VirSorter
Actinobacteria_gi_319434515	26200428.fasta	469594	Bifidobacterium sp. 12_1_47BFAA			26200428	VirSorter
Alphaproteobacteria_gi_564013440_0_38639	26200428.fasta	1419876	Blastomonas sp. CACIA14H2			26200428	VirSorter
Clostridia_gi_256402711_179985_228048	26200428.fasta	537007	Blautia hansenii DSM 20583			26200428	VirSorter
Clostridia_gi_224486136	26200428.fasta	476272	Blautia hydrogenotrophica DSM 10507			26200428	VirSorter
Clostridia_gi_224486139	26200428.fasta	476272	Blautia hydrogenotrophica DSM 10507			26200428	VirSorter
Clostridia_gi_483984649	26200428.fasta	1121114	Blautia producta ATCC 27340 = DSM 2950			26200428	VirSorter
Clostridia_gi_483984722	26200428.fasta	1121114	Blautia producta ATCC 27340 = DSM 2950			26200428	VirSorter
Clostridia_gi_483984762	26200428.fasta	1121114	Blautia producta ATCC 27340 = DSM 2950			26200428	VirSorter
Clostridia_gi_483984795	26200428.fasta	1121114	Blautia producta ATCC 27340 = DSM 2950			26200428	VirSorter
Clostridia_gi_483984821	26200428.fasta	1121114	Blautia producta ATCC 27340 = DSM 2950			26200428	VirSorter
Clostridia_gi_547805222	26200428.fasta	1262755	Blautia sp. CAG:237			26200428	VirSorter
Clostridia_gi_547759895	26200428.fasta	1262758	Blautia sp. CAG:52			26200428	VirSorter
Clostridia_gi_545413440	26200428.fasta	1226324	Blautia sp. KLE 1732			26200428	VirSorter
Betaproteobacteria_gi_33598993_3833573_3869403	26200428.fasta	257310	Bordetella bronchiseptica RB50			26200428	VirSorter
Betaproteobacteria_gi_566110776	26200428.fasta	1331248	Bordetella pertussis 2356847			26200428	VirSorter
Betaproteobacteria_gi_566102480_20_12589	26200428.fasta	1331249	Bordetella pertussis 2371640			26200428	VirSorter
Betaproteobacteria_gi_566102480_21201_33479	26200428.fasta	1331249	Bordetella pertussis 2371640			26200428	VirSorter
Betaproteobacteria_gi_564612022	26200428.fasta	1420596	Bordetella pertussis CHLA-11			26200428	VirSorter
Betaproteobacteria_gi_566083461	26200428.fasta	1331281	Bordetella pertussis CHLA-13			26200428	VirSorter
Betaproteobacteria_gi_566076436	26200428.fasta	1331279	Bordetella pertussis STO1-CHOC-0019			26200428	VirSorter
Betaproteobacteria_gi_484009608_6961_46444	26200428.fasta	1121116	Brachymonas chironomi DSM 19884			26200428	VirSorter
Spirochaetia_gi_429122748	26200428.fasta	1289135	Brachyspira hampsonii 30446			26200428	VirSorter
Spirochaetia_gi_486406274	26200428.fasta	1267004	Brachyspira innocens ATCC 29796			26200428	VirSorter
Spirochaetia_gi_486406309	26200428.fasta	1267004	Brachyspira innocens ATCC 29796			26200428	VirSorter
Spirochaetia_gi_486406599	26200428.fasta	1267004	Brachyspira innocens ATCC 29796			26200428	VirSorter
Tp1_31_SUR_0-0d2_scaffold139098_1	27654921.fasta	754504	Bradyrhizobium diazoefficiens SEMIA 5080			27654921	blastn
Tp1_31_SUR_0-0d2_scaffold139098_1	27654921.fasta	224911	Bradyrhizobium diazoefficiens USDA 110			27654921	blastn
Tp1_31_SUR_0-0d2_scaffold139098_1	27654921.fasta	375	Bradyrhizobium japonicum	NC_017249.1		27654921	blastn
Tp1_31_SUR_0-0d2_scaffold139098_1	27654921.fasta	476282	Bradyrhizobium japonicum SEMIA 5079			27654921	blastn
Tp1_31_SUR_0-0d2_scaffold139098_1	27654921.fasta	1037409	Bradyrhizobium japonicum USDA 6			27654921	blastn
Alphaproteobacteria_gi_483319666	26200428.fasta	1038866	Bradyrhizobium japonicum WSM2793			26200428	VirSorter
Tp1_31_SUR_0-0d2_scaffold139098_1	27654921.fasta	1245469	Bradyrhizobium oligotrophicum S58			27654921	blastn
Alphaproteobacteria_gi_365882891	26200428.fasta	566679	Bradyrhizobium sp. ORS 375			26200428	VirSorter
Tp1_31_SUR_0-0d2_scaffold139098_1	27654921.fasta	335659	Bradyrhizobium sp. S23321			27654921	blastn
Alphaproteobacteria_gi_365886390	26200428.fasta	551936	Bradyrhizobium sp. STM 3809			26200428	VirSorter
Alphaproteobacteria_gi_365896721	26200428.fasta	551947	Bradyrhizobium sp. STM 3843			26200428	VirSorter
Tp1_31_SUR_0-0d2_scaffold139098_1	27654921.fasta	319017	Bradyrhizobium sp. WSM471			27654921	blastn
Alphaproteobacteria_gi_398820691	26200428.fasta	1144344	Bradyrhizobium sp. YR681			26200428	VirSorter
Alphaproteobacteria_gi_398823709	26200428.fasta	1144344	Bradyrhizobium sp. YR681			26200428	VirSorter
Bacilli_gi_433542171	26200428.fasta	1246477	Brevibacillus agri BAB-2500			26200428	VirSorter
Bacilli_gi_433544975	26200428.fasta	1246477	Brevibacillus agri BAB-2500			26200428	VirSorter
Bacilli_gi_433547270	26200428.fasta	1246477	Brevibacillus agri BAB-2500			26200428	VirSorter
Bacilli_gi_483401861	26200428.fasta	1129895	Brevibacillus brevis FJAT-0809-GLX			26200428	VirSorter
Bacilli_gi_484002915_0_51593	26200428.fasta	1121121	Brevibacillus laterosporus DSM 25			26200428	VirSorter
Bacilli_gi_484028336	26200428.fasta	1118054	Brevibacillus massiliensis			26200428	VirSorter
Bacilli_gi_399049503	26200428.fasta	1144311	Brevibacillus sp. CF112			26200428	VirSorter
Bacilli_gi_399051981	26200428.fasta	1144311	Brevibacillus sp. CF112			26200428	VirSorter
Bacilli_gi_399053859	26200428.fasta	1144311	Brevibacillus sp. CF112			26200428	VirSorter
Bacilli_gi_399056144	26200428.fasta	1144311	Brevibacillus sp. CF112			26200428	VirSorter
Alphaproteobacteria_gi_306846319	26200428.fasta	470735	Brucella inopinata BO1			26200428	VirSorter
Alphaproteobacteria_gi_306840416	26200428.fasta	693750	Brucella sp. BO2			26200428	VirSorter
Alphaproteobacteria_gi_306840426	26200428.fasta	693750	Brucella sp. BO2			26200428	VirSorter
Alphaproteobacteria_gi_306843026	26200428.fasta	693750	Brucella sp. BO2			26200428	VirSorter
Alphaproteobacteria_gi_306839375	26200428.fasta	693748	Brucella sp. NF 2653			26200428	VirSorter
GOV_bin_4958_contig-100_3	27654921.fasta	1340493	Bryobacter aggregatus MPL3			27654921	Tetra
GOV_bin_7391_contig-100_2	27654921.fasta	1340493	Bryobacter aggregatus MPL3			27654921	Tetra
Betaproteobacteria_gi_171316474_21791_47298	26200428.fasta	396597	Burkholderia ambifaria MEX-5			26200428	VirSorter
Betaproteobacteria_gi_171317890_6289_13945	26200428.fasta	396597	Burkholderia ambifaria MEX-5			26200428	VirSorter
Betaproteobacteria_gi_543951000_15930_29749	26200428.fasta	985077	Burkholderia cenocepacia BC7			26200428	VirSorter
Betaproteobacteria_gi_543952876	26200428.fasta	985077	Burkholderia cenocepacia BC7			26200428	VirSorter
Betaproteobacteria_gi_421866684_29854_52313	26200428.fasta	1055524	Burkholderia cenocepacia H111			26200428	VirSorter
Betaproteobacteria_gi_191639869_573341_609615	26200428.fasta	216591	Burkholderia cenocepacia J2315			26200428	VirSorter
Betaproteobacteria_gi_206558403_100404_124893	26200428.fasta	216591	Burkholderia cenocepacia J2315			26200428	VirSorter
Betaproteobacteria_gi_537732135_122483_146963	26200428.fasta	985076	Burkholderia cenocepacia K56-2Valvano			26200428	VirSorter
Betaproteobacteria_gi_558010976_0_34852	26200428.fasta	1396830	Burkholderia cenocepacia KC-01			26200428	VirSorter
Betaproteobacteria_gi_558013854_21777_34017	26200428.fasta	1396830	Burkholderia cenocepacia KC-01			26200428	VirSorter
Betaproteobacteria_gi_558016758	26200428.fasta	1396830	Burkholderia cenocepacia KC-01			26200428	VirSorter
Betaproteobacteria_gi_483587362_3686_53282	26200428.fasta	1176514	Burkholderia glumae AU6208			26200428	VirSorter
Betaproteobacteria_gi_483606617	26200428.fasta	1176514	Burkholderia glumae AU6208			26200428	VirSorter
Betaproteobacteria_gi_339905954_1891604_1929514	26200428.fasta	626418	Burkholderia glumae BGR1			26200428	VirSorter
Betaproteobacteria_gi_421470373_6597_38546	26200428.fasta	985079	Burkholderia multivorans ATCC BAA-247			26200428	VirSorter
Betaproteobacteria_gi_149147175_14021_26284	26200428.fasta	441162	Burkholderia oklahomensis C6786			26200428	VirSorter
Betaproteobacteria_gi_149147175_2605_14057	26200428.fasta	441162	Burkholderia oklahomensis C6786			26200428	VirSorter
Betaproteobacteria_gi_149147508_19387_29661	26200428.fasta	441162	Burkholderia oklahomensis C6786			26200428	VirSorter
Betaproteobacteria_gi_149146001	26200428.fasta	441163	Burkholderia oklahomensis EO147			26200428	VirSorter
Betaproteobacteria_gi_149146613_0_50926	26200428.fasta	441163	Burkholderia oklahomensis EO147			26200428	VirSorter
Betaproteobacteria_gi_149146715	26200428.fasta	441163	Burkholderia oklahomensis EO147			26200428	VirSorter
Betaproteobacteria_gi_386860126_133514_172629	26200428.fasta	884204	Burkholderia pseudomallei 1026b			26200428	VirSorter
Betaproteobacteria_gi_149160785_618_36269	26200428.fasta	441154	Burkholderia pseudomallei 112			26200428	VirSorter
Betaproteobacteria_gi_149161195	26200428.fasta	441154	Burkholderia pseudomallei 112			26200428	VirSorter
Betaproteobacteria_gi_149161196	26200428.fasta	441154	Burkholderia pseudomallei 112			26200428	VirSorter
Betaproteobacteria_gi_418544760_35653_70831	26200428.fasta	1086032	Burkholderia pseudomallei 1258a			26200428	VirSorter
Betaproteobacteria_gi_418551753_35655_70833	26200428.fasta	1086033	Burkholderia pseudomallei 1258b			26200428	VirSorter
Betaproteobacteria_gi_149152531	26200428.fasta	441160	Burkholderia pseudomallei 14			26200428	VirSorter
Betaproteobacteria_gi_149152543	26200428.fasta	441160	Burkholderia pseudomallei 14			26200428	VirSorter
Betaproteobacteria_gi_134283347_137806_150093	26200428.fasta	425067	Burkholderia pseudomallei 305			26200428	VirSorter
Betaproteobacteria_gi_418397746	26200428.fasta	1086034	Burkholderia pseudomallei 354a			26200428	VirSorter
Betaproteobacteria_gi_418397949	26200428.fasta	1086034	Burkholderia pseudomallei 354a			26200428	VirSorter
Betaproteobacteria_gi_418558068	26200428.fasta	1086036	Burkholderia pseudomallei 354e			26200428	VirSorter
Betaproteobacteria_gi_126438353_3804855_3815466	26200428.fasta	320373	Burkholderia pseudomallei 668			26200428	VirSorter
Betaproteobacteria_gi_149158964	26200428.fasta	441156	Burkholderia pseudomallei 7894			26200428	VirSorter
Betaproteobacteria_gi_149160264	26200428.fasta	441156	Burkholderia pseudomallei 7894			26200428	VirSorter
Betaproteobacteria_gi_149154927_0_36507	26200428.fasta	441158	Burkholderia pseudomallei 9			26200428	VirSorter
Betaproteobacteria_gi_149152605_16292_33070	26200428.fasta	441159	Burkholderia pseudomallei 91			26200428	VirSorter
Betaproteobacteria_gi_149152844_13322_51227	26200428.fasta	441159	Burkholderia pseudomallei 91			26200428	VirSorter
Betaproteobacteria_gi_149153429_10214_17473	26200428.fasta	441159	Burkholderia pseudomallei 91			26200428	VirSorter
Betaproteobacteria_gi_149154255	26200428.fasta	441159	Burkholderia pseudomallei 91			26200428	VirSorter
Betaproteobacteria_gi_149154262_3977_49562	26200428.fasta	441159	Burkholderia pseudomallei 91			26200428	VirSorter
Betaproteobacteria_gi_53717639_3967707_3975962	26200428.fasta	272560	Burkholderia pseudomallei K96243			26200428	VirSorter
Betaproteobacteria_gi_53721039_1426445_1462145	26200428.fasta	272560	Burkholderia pseudomallei K96243			26200428	VirSorter
Betaproteobacteria_gi_526456747_1067646_1076055	26200428.fasta	1335307	Burkholderia pseudomallei MSHR305			26200428	VirSorter
Betaproteobacteria_gi_149162466_10866_53097	26200428.fasta	441153	Burkholderia pseudomallei NCTC 13177			26200428	VirSorter
Betaproteobacteria_gi_484145774	26200428.fasta	1262664	Burkholderia pseudomallei NCTC 13392			26200428	VirSorter
Betaproteobacteria_gi_484145809	26200428.fasta	1262664	Burkholderia pseudomallei NCTC 13392			26200428	VirSorter
Betaproteobacteria_gi_484145824	26200428.fasta	1262664	Burkholderia pseudomallei NCTC 13392			26200428	VirSorter
Betaproteobacteria_gi_254192738_549538_570582	26200428.fasta	320374	Burkholderia pseudomallei S13			26200428	VirSorter
Betaproteobacteria_gi_254193268_0_11560	26200428.fasta	320374	Burkholderia pseudomallei S13			26200428	VirSorter
Betaproteobacteria_gi_254195679_253946_289935	26200428.fasta	320374	Burkholderia pseudomallei S13			26200428	VirSorter
Betaproteobacteria_gi_254197076_0_32884	26200428.fasta	320374	Burkholderia pseudomallei S13			26200428	VirSorter
Betaproteobacteria_gi_254199197	26200428.fasta	320374	Burkholderia pseudomallei S13			26200428	VirSorter
Betaproteobacteria_gi_482909684_27294_76934	26200428.fasta	1212819	Burkholderia pyrrocinia CH-67			26200428	VirSorter
Betaproteobacteria_gi_482910708_110400_140622	26200428.fasta	1212819	Burkholderia pyrrocinia CH-67			26200428	VirSorter
Betaproteobacteria_gi_483800879_58739_68696	26200428.fasta	935543	Burkholderia sp. WSM4176			26200428	VirSorter
Betaproteobacteria_gi_149148107_30109_66630	26200428.fasta	441164	Burkholderia thailandensis Bt4			26200428	VirSorter
Betaproteobacteria_gi_149148269	26200428.fasta	441164	Burkholderia thailandensis Bt4			26200428	VirSorter
Betaproteobacteria_gi_149148298_4988_10027	26200428.fasta	441164	Burkholderia thailandensis Bt4			26200428	VirSorter
Betaproteobacteria_gi_149148314_10182_42232	26200428.fasta	441164	Burkholderia thailandensis Bt4			26200428	VirSorter
Betaproteobacteria_gi_254173940_2210684_2246765	26200428.fasta	271848	Burkholderia thailandensis E264			26200428	VirSorter
Betaproteobacteria_gi_83716035_1578828_1614931	26200428.fasta	271848	Burkholderia thailandensis E264			26200428	VirSorter
Betaproteobacteria_gi_83718394_3724103_3732010	26200428.fasta	271848	Burkholderia thailandensis E264			26200428	VirSorter
Betaproteobacteria_gi_485035252_3325_16821	26200428.fasta	869728	Burkholderia thailandensis E555			26200428	VirSorter
Betaproteobacteria_gi_485035271_0_47405	26200428.fasta	869728	Burkholderia thailandensis E555			26200428	VirSorter
Betaproteobacteria_gi_485035303	26200428.fasta	869728	Burkholderia thailandensis E555			26200428	VirSorter
Betaproteobacteria_gi_485035531	26200428.fasta	869728	Burkholderia thailandensis E555			26200428	VirSorter
Betaproteobacteria_gi_149156612_0_7186	26200428.fasta	441157	Burkholderia thailandensis MSMB43			26200428	VirSorter
Betaproteobacteria_gi_149156612_7236_15377	26200428.fasta	441157	Burkholderia thailandensis MSMB43			26200428	VirSorter
Betaproteobacteria_gi_149156765_2958_43574	26200428.fasta	441157	Burkholderia thailandensis MSMB43			26200428	VirSorter
Betaproteobacteria_gi_149157060_14682_55543	26200428.fasta	441157	Burkholderia thailandensis MSMB43			26200428	VirSorter
Betaproteobacteria_gi_149157104_9522_43061	26200428.fasta	441157	Burkholderia thailandensis MSMB43			26200428	VirSorter
Betaproteobacteria_gi_149127391	26200428.fasta	441165	Burkholderia thailandensis TXDOH			26200428	VirSorter
Betaproteobacteria_gi_149127571_0_37136	26200428.fasta	441165	Burkholderia thailandensis TXDOH			26200428	VirSorter
Betaproteobacteria_gi_149131732_174_6650	26200428.fasta	441165	Burkholderia thailandensis TXDOH			26200428	VirSorter
Betaproteobacteria_gi_149132582_8449_46271	26200428.fasta	441166	Burkholderia ubonensis Bu			26200428	VirSorter
Betaproteobacteria_gi_149141527	26200428.fasta	441166	Burkholderia ubonensis Bu			26200428	VirSorter
Betaproteobacteria_gi_134287418	26200428.fasta	269482	Burkholderia vietnamiensis G4			26200428	VirSorter
Betaproteobacteria_gi_134294128_1387052_1421353	26200428.fasta	269482	Burkholderia vietnamiensis G4			26200428	VirSorter
Gammaproteobacteria_gi_49146358	26200428.fasta	28907	Caedibacter taeniospiralis			26200428	VirSorter
Bacilli_gi_335038930	26200428.fasta	986075	Caldalkalibacillus thermarum TA2.A1			26200428	VirSorter
Betaproteobacteria_gi_485071427	26200428.fasta	1265502	Caldimonas manganoxidans ATCC BAA-369			26200428	VirSorter
Betaproteobacteria_gi_485071434	26200428.fasta	1265502	Caldimonas manganoxidans ATCC BAA-369			26200428	VirSorter
Betaproteobacteria_gi_485071454	26200428.fasta	1265502	Caldimonas manganoxidans ATCC BAA-369			26200428	VirSorter
Clostridia_gi_397904599_10862_52431	26200428.fasta	857293	Caloramator australicus RC3			26200428	VirSorter
GOV_bin_1604_contig-100_0	27654921.fasta	1156417	Caloranaerobacter sp. H53214			27654921	Tetra
GOV_bin_2841_contig-100_0	27654921.fasta	1156417	Caloranaerobacter sp. H53214			27654921	Tetra
GOV_bin_3119_contig-100_1	27654921.fasta	1156417	Caloranaerobacter sp. H53214			27654921	Tetra
GOV_bin_4345_contig-100_19	27654921.fasta	1156417	Caloranaerobacter sp. H53214			27654921	Tetra
GOV_bin_6766_contig-100_1	27654921.fasta	1156417	Caloranaerobacter sp. H53214			27654921	Tetra
GOV_bin_8380_contig-100_0	27654921.fasta	1156417	Caloranaerobacter sp. H53214			27654921	Tetra
Epsilonproteobacteria_gi_419564360	26200428.fasta	887291	Campylobacter coli 1098			26200428	VirSorter
Epsilonproteobacteria_gi_419536862	26200428.fasta	887280	Campylobacter coli 111-3			26200428	VirSorter
Epsilonproteobacteria_gi_419567532_9762_51807	26200428.fasta	887293	Campylobacter coli 1417			26200428	VirSorter
Epsilonproteobacteria_gi_419568067	26200428.fasta	887293	Campylobacter coli 1417			26200428	VirSorter
Epsilonproteobacteria_gi_419581508	26200428.fasta	887297	Campylobacter coli 1957			26200428	VirSorter
Epsilonproteobacteria_gi_419544126	26200428.fasta	887316	Campylobacter coli 2553			26200428	VirSorter
Epsilonproteobacteria_gi_419546469	26200428.fasta	887317	Campylobacter coli 2680			26200428	VirSorter
Epsilonproteobacteria_gi_419548953	26200428.fasta	887318	Campylobacter coli 2685			26200428	VirSorter
Epsilonproteobacteria_gi_419551133	26200428.fasta	887319	Campylobacter coli 2688			26200428	VirSorter
Epsilonproteobacteria_gi_419552098	26200428.fasta	887320	Campylobacter coli 2692			26200428	VirSorter
Epsilonproteobacteria_gi_419554787	26200428.fasta	887321	Campylobacter coli 2698			26200428	VirSorter
Epsilonproteobacteria_gi_419589171	26200428.fasta	887300	Campylobacter coli 317/04			26200428	VirSorter
Epsilonproteobacteria_gi_419590355	26200428.fasta	887301	Campylobacter coli 37/05			26200428	VirSorter
Epsilonproteobacteria_gi_419591851	26200428.fasta	887301	Campylobacter coli 37/05			26200428	VirSorter
Epsilonproteobacteria_gi_419577246	26200428.fasta	887283	Campylobacter coli 59-2			26200428	VirSorter
Epsilonproteobacteria_gi_419587243	26200428.fasta	887284	Campylobacter coli 67-8			26200428	VirSorter
Epsilonproteobacteria_gi_419558938	26200428.fasta	887288	Campylobacter coli 80352			26200428	VirSorter
Epsilonproteobacteria_gi_419560207	26200428.fasta	887289	Campylobacter coli 86119			26200428	VirSorter
Epsilonproteobacteria_gi_419538725	26200428.fasta	887286	Campylobacter coli 90-3			26200428	VirSorter
Epsilonproteobacteria_gi_419539196_0_25042	26200428.fasta	887286	Campylobacter coli 90-3			26200428	VirSorter
Epsilonproteobacteria_gi_419615239	26200428.fasta	887312	Campylobacter coli H56			26200428	VirSorter
Epsilonproteobacteria_gi_419609244	26200428.fasta	887309	Campylobacter coli H6			26200428	VirSorter
Epsilonproteobacteria_gi_419610926_10654_50567	26200428.fasta	887310	Campylobacter coli H8			26200428	VirSorter
Epsilonproteobacteria_gi_419601196	26200428.fasta	887306	Campylobacter coli LMG 23344			26200428	VirSorter
Epsilonproteobacteria_gi_419616562	26200428.fasta	887313	Campylobacter coli Z156			26200428	VirSorter
Epsilonproteobacteria_gi_419617153	26200428.fasta	887313	Campylobacter coli Z156			26200428	VirSorter
Epsilonproteobacteria_gi_419617186	26200428.fasta	887313	Campylobacter coli Z156			26200428	VirSorter
Epsilonproteobacteria_gi_419540124	26200428.fasta	887314	Campylobacter coli Z163			26200428	VirSorter
Epsilonproteobacteria_gi_544657562	26200428.fasta	1242969	Campylobacter concisus ATCC 51562			26200428	VirSorter
Epsilonproteobacteria_gi_544659823	26200428.fasta	1242965	Campylobacter concisus UNSW2			26200428	VirSorter
Epsilonproteobacteria_gi_544651181	26200428.fasta	1242966	Campylobacter concisus UNSW3			26200428	VirSorter
Epsilonproteobacteria_gi_416117995	26200428.fasta	929793	Campylobacter concisus UNSWCD			26200428	VirSorter
Epsilonproteobacteria_gi_544653311_62_36896	26200428.fasta	1242968	Campylobacter concisus UNSWCS			26200428	VirSorter
Epsilonproteobacteria_gi_544654569	26200428.fasta	1242968	Campylobacter concisus UNSWCS			26200428	VirSorter
Epsilonproteobacteria_gi_257459268	26200428.fasta	553220	Campylobacter gracilis RM3268			26200428	VirSorter
Epsilonproteobacteria_gi_483979507	26200428.fasta	1111075	Campylobacter jejuni subsp. jejuni 04197			26200428	VirSorter
Epsilonproteobacteria_gi_419683110	26200428.fasta	889230	Campylobacter jejuni subsp. jejuni 1213			26200428	VirSorter
Epsilonproteobacteria_gi_419685464	26200428.fasta	889231	Campylobacter jejuni subsp. jejuni 1577			26200428	VirSorter
Epsilonproteobacteria_gi_419667534	26200428.fasta	889224	Campylobacter jejuni subsp. jejuni 1997-10			26200428	VirSorter
Epsilonproteobacteria_gi_419672067	26200428.fasta	889226	Campylobacter jejuni subsp. jejuni 1997-14			26200428	VirSorter
Epsilonproteobacteria_gi_419665265	26200428.fasta	889223	Campylobacter jejuni subsp. jejuni 1997-7			26200428	VirSorter
Epsilonproteobacteria_gi_419649749	26200428.fasta	889250	Campylobacter jejuni subsp. jejuni 2008-1025			26200428	VirSorter
Epsilonproteobacteria_gi_419654369	26200428.fasta	889252	Campylobacter jejuni subsp. jejuni 2008-872			26200428	VirSorter
Epsilonproteobacteria_gi_419659566	26200428.fasta	889254	Campylobacter jejuni subsp. jejuni 2008-979			26200428	VirSorter
Epsilonproteobacteria_gi_419659643	26200428.fasta	889254	Campylobacter jejuni subsp. jejuni 2008-979			26200428	VirSorter
Epsilonproteobacteria_gi_419655414_20270_48307	26200428.fasta	889253	Campylobacter jejuni subsp. jejuni 2008-988			26200428	VirSorter
Epsilonproteobacteria_gi_419656203	26200428.fasta	889253	Campylobacter jejuni subsp. jejuni 2008-988			26200428	VirSorter
Epsilonproteobacteria_gi_317511053	26200428.fasta	691337	Campylobacter jejuni subsp. jejuni 305			26200428	VirSorter
Epsilonproteobacteria_gi_419673829	26200428.fasta	889227	Campylobacter jejuni subsp. jejuni 51037			26200428	VirSorter
Epsilonproteobacteria_gi_419620844	26200428.fasta	889216	Campylobacter jejuni subsp. jejuni 51494			26200428	VirSorter
Epsilonproteobacteria_gi_419678729	26200428.fasta	889229	Campylobacter jejuni subsp. jejuni 87459			26200428	VirSorter
Epsilonproteobacteria_gi_419696591	26200428.fasta	889237	Campylobacter jejuni subsp. jejuni LMG 23210			26200428	VirSorter
Epsilonproteobacteria_gi_419698388	26200428.fasta	889238	Campylobacter jejuni subsp. jejuni LMG 23211			26200428	VirSorter
Epsilonproteobacteria_gi_419634179	26200428.fasta	889244	Campylobacter jejuni subsp. jejuni LMG 23269			26200428	VirSorter
Epsilonproteobacteria_gi_419648075	26200428.fasta	889249	Campylobacter jejuni subsp. jejuni LMG 9217			26200428	VirSorter
Epsilonproteobacteria_gi_419694535	26200428.fasta	889236	Campylobacter jejuni subsp. jejuni LMG 9872			26200428	VirSorter
Epsilonproteobacteria_gi_483977523	26200428.fasta	1111073	Campylobacter jejuni subsp. jejuni RB922			26200428	VirSorter
Epsilonproteobacteria_gi_483977641	26200428.fasta	1111073	Campylobacter jejuni subsp. jejuni RB922			26200428	VirSorter
Epsilonproteobacteria_gi_223039718_11852_59952	26200428.fasta	553218	Campylobacter rectus RM3267			26200428	VirSorter
Epsilonproteobacteria_gi_459825395	26200428.fasta	1073353	Campylobacter showae CC57C			26200428	VirSorter
Epsilonproteobacteria_gi_424783653	26200428.fasta	1244083	Campylobacter showae CSUNSWCD			26200428	VirSorter
Epsilonproteobacteria_gi_402547406_9256_46582	26200428.fasta	936554	Campylobacter sp. FOBRC14			26200428	VirSorter
Epsilonproteobacteria_gi_57506173	26200428.fasta	306264	Campylobacter upsaliensis RM3195			26200428	VirSorter
Epsilonproteobacteria_gi_514958906	26200428.fasta	883165	Campylobacter ureolyticus ACS-301-V-Sch3b			26200428	VirSorter
Bacteroidia_gi_484064245	26200428.fasta	1211813	Candidatus Alistipes marseilloanorexicus AP11			26200428	VirSorter
Clostridia_gi_417959728	26200428.fasta	1054942	Candidatus Arthromitus sp. SFB-1			26200428	VirSorter
Clostridia_gi_417967362	26200428.fasta	1054946	Candidatus Arthromitus sp. SFB-5			26200428	VirSorter
Clostridia_gi_342731686_117088_156068	26200428.fasta	1029718	Candidatus Arthromitus sp. SFB-mouse-Japan			26200428	VirSorter
Betaproteobacteria_gi_353025679	26200428.fasta	1055526	Candidatus Burkholderia kirkii UZHbot1			26200428	VirSorter
Betaproteobacteria_gi_348618597	26200428.fasta	1070319	Candidatus Glomeribacter gigasporarum BEG34			26200428	VirSorter
Betaproteobacteria_gi_348618666	26200428.fasta	1070319	Candidatus Glomeribacter gigasporarum BEG34			26200428	VirSorter
Gammaproteobacteria_gi_484069094	26200428.fasta	1163751	Candidatus Hamiltonella defensa MED (Bemisia tabaci)			26200428	VirSorter
Gammaproteobacteria_gi_484069790	26200428.fasta	1163751	Candidatus Hamiltonella defensa MED (Bemisia tabaci)			26200428	VirSorter
Alphaproteobacteria_gi_476522928	26200428.fasta	1280936	Candidatus Liberibacter americanus PW_SP			26200428	VirSorter
Alphaproteobacteria_gi_476522950	26200428.fasta	1280936	Candidatus Liberibacter americanus PW_SP			26200428	VirSorter
Alphaproteobacteria_gi_476522964	26200428.fasta	1280936	Candidatus Liberibacter americanus PW_SP			26200428	VirSorter
GOV_bin_3432_contig-100_0	27654921.fasta	1174529	Candidatus Liberibacter asiaticus str. gxpsy			27654921	Tetra
